site,date,non.salad,salad,salad.ratio,Total.meals,Product.source,Florida,FTS,Other.Source,FTS.Florida,FTS.Start,White,Black,Hispanic,Asian,Other,Asian.Other,Total,Offerd.BC,Offered.Salad,Offered.Mexican,Offered.Pizza,Offered.Sandwich,Offered.HB,Offered.Italian,Offered.Other,Mandarin,Chef ,Taco,Chicken.Chop,Fajita,Chicken.Tender,Salad.LO ,Chicken.Smacker,Total Students,Free Lunch,Reduced Lunch,Free,Reduced,Paid
Idylwild ,10/7/2015,595,60,0.0916,655,1,0,0,1,0,0,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/7/2015,371,4,0.0107,375,1,0,0,1,0,0,14.7,76.7,2.7,0,4.9,4.9,99,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/7/2015,505,35,0.0648,540,1,0,0,1,0,0,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/7/2015,305,7,0.0224,312,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/7/2015,268,20,0.0694,288,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/7/2015,418,15,0.0346,433,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/7/2015,448,32,0.0667,480,1,0,0,1,0,0,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Rawlings,10/7/2015,316,23,0.0678,339,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/7/2015,513,16,0.0302,529,1,0,0,1,0,0,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/7/2015,460,6,0.0129,466,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/8/2015,188,1,0.0053,189,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,650,246,3,0.378461538,0.004615385,0.616923077
Glen,10/8/2015,115,1,0.0086,116,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Meadowbrook,10/8/2015,244,2,0.0081,246,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Newberry,10/8/2015,316,15,0.0453,331,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/8/2015,334,5,0.0147,339,1,0,0,1,0,0,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,673,0,0,0,0,1
Terwilliger,10/8/2015,362,0,0,362,1,0,0,1,0,0,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,680,496,11,0.729411765,0.016176471,0.254411765
Finley,10/9/2015,342,7,0.0201,349,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/9/2015,413,17,0.0395,430,1,0,0,1,0,0,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/9/2015,181,8,0.0423,189,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/9/2015,585,100,0.146,685,1,0,0,1,0,0,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/9/2015,336,3,0.0088,339,1,0,0,1,0,0,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/9/2015,541,23,0.0408,564,1,0,0,1,0,0,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/9/2015,395,3,0.0075,398,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/9/2015,254,20,0.073,274,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/9/2015,366,2,0.0054,368,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/9/2015,466,33,0.0661,499,1,0,0,1,0,0,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,673,0,0,0,0,1
Rawlings,10/9/2015,317,7,0.0216,324,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/9/2015,503,25,0.0473,528,1,0,0,1,0,0,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/9/2015,398,50,0.1116,448,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/12/2015,298,0,0,298,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/12/2015,357,16,0.0429,373,1,0,0,1,0,0,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/12/2015,147,5,0.0329,152,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/12/2015,547,82,0.1304,629,1,0,0,1,0,0,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/12/2015,366,2,0.0054,368,1,0,0,1,0,0,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/12/2015,509,37,0.0678,546,1,0,0,1,0,0,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/12/2015,217,4,0.0181,221,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/12/2015,257,10,0.0375,267,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/12/2015,386,20,0.0493,406,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/12/2015,476,28,0.0556,504,1,0,0,1,0,0,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,10/12/2015,318,3,0.0093,321,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/12/2015,488,30,0.0579,518,1,0,0,1,0,0,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/12/2015,375,2,0.0053,377,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/13/2015,276,4,0.0143,280,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/13/2015,295,25,0.0781,320,1,0,0,1,0,0,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/13/2015,144,7,0.0464,151,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/13/2015,504,149,0.2282,653,1,0,0,1,0,0,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/13/2015,389,5,0.0127,394,1,0,0,1,0,0,14.7,76.7,2.7,0,4.9,4.9,99,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/13/2015,469,62,0.1168,531,1,0,0,1,0,0,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/13/2015,222,3,0.0133,225,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/13/2015,255,20,0.0727,275,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/13/2015,309,28,0.0831,337,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/13/2015,423,40,0.0864,463,1,0,0,1,0,0,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,10/13/2015,319,3,0.0093,322,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/13/2015,501,30,0.0565,531,1,0,0,1,0,0,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/13/2015,416,5,0.0119,421,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/14/2015,321,9,0.0273,330,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/14/2015,378,11,0.0283,389,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/14/2015,158,6,0.0366,164,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/14/2015,591,55,0.0851,646,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/14/2015,350,4,0.0113,354,2,0,1,0,1,1,14.7,76.7,2.7,0,4.9,4.9,99,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/14/2015,507,67,0.1167,574,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/14/2015,275,6,0.0214,281,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/14/2015,257,20,0.0722,277,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/14/2015,342,30,0.0806,372,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/14/2015,442,32,0.0675,474,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Rawlings,10/14/2015,283,20,0.066,303,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/14/2015,501,30,0.0565,531,2,0,1,0,1,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/14/2015,340,0,0,340,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Glen,10/15/2015,131,2,0.015,133,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Meadowbrook,10/15/2015,253,1,0.0039,254,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Newberry,10/15/2015,316,10,0.0307,326,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/15/2015,341,10,0.0285,351,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,673,0,0,0,0,1
Finley,10/16/2015,379,3,0.0079,382,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/16/2015,399,15,0.0362,414,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/16/2015,194,24,0.1101,218,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/16/2015,567,95,0.1435,662,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,10/16/2015,489,21,0.0412,510,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/16/2015,392,7,0.0175,399,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/16/2015,257,20,0.0722,277,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/16/2015,348,19,0.0518,367,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/16/2015,489,24,0.0468,513,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,10/16/2015,320,7,0.0214,327,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/16/2015,491,30,0.0576,521,2,0,1,0,1,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/16/2015,480,20,0.04,500,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/19/2015,277,5,0.0177,282,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Glen,10/19/2015,140,5,0.0345,145,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/19/2015,552,85,0.1334,637,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/19/2015,264,2,0.0075,266,2,0,1,0,1,1,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/19/2015,476,60,0.1119,536,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/19/2015,219,6,0.0267,225,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/19/2015,262,10,0.0368,272,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/19/2015,353,30,0.0783,383,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/19/2015,503,36,0.0668,539,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,10/19/2015,274,5,0.0179,279,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/19/2015,477,35,0.0684,512,2,0,1,0,1,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/19/2015,381,5,0.013,386,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/20/2015,272,4,0.0145,276,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/20/2015,388,15,0.0372,403,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/20/2015,165,7,0.0407,172,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/20/2015,601,39,0.0609,640,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/20/2015,355,2,0.0056,357,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/20/2015,552,11,0.0195,563,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/20/2015,283,7,0.0241,290,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/20/2015,252,20,0.0735,272,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/20/2015,341,27,0.0734,368,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,10/20/2015,438,18,0.0395,456,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,10/20/2015,328,4,0.012,332,1,0,0,1,0,0,0,91.3,3.8,0,4.1,4.1,99.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,10/20/2015,502,30,0.0564,532,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,10/20/2015,367,5,0.0134,372,1,0,0,1,0,0,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,10/21/2015,329,7,0.0208,336,1,0,0,1,0,0,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,10/21/2015,384,6,0.0154,390,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,10/21/2015,162,11,0.0636,173,1,0,0,1,0,0,55.7,25,8.7,2,7.9,9.9,99.3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,10/21/2015,570,67,0.1052,637,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,10/21/2015,397,3,0.0075,400,2,0,1,0,1,1,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,10/21/2015,495,34,0.0643,529,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,10/21/2015,267,7,0.0255,274,1,0,0,1,0,0,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,10/21/2015,262,20,0.0709,282,1,0,0,1,0,0,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,10/21/2015,339,23,0.0635,362,1,0,0,1,0,0,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
